servicio_id,fecha_servicio,tipo_servicio,ciudad,cliente,proveedor_id,tiempo_respuesta_min,estado_servicio,costo_servicio
SRV012205,2024-06-20 03:23:00,Grúa,Medellín,Equidad Seguros,80,54.0,Completado,242287
SRV005752,2024-04-13 01:26:00,Cerrajería,Cali,Seguros Bolivar,117,24.0,Completado,79345
SRV002050,2024-05-06 19:00:00,Ambulancia,Bogotá,HDI Seguros,48,21.0,Completado,283890
SRV005649,2024-04-22 13:50:00,Cerrajería,Barranquilla,Liberty Seguros,142,33.0,Completado,56625
SRV002594,2024-04-13 04:54:00,Batería,Medellín,Seguros Generales,86,14.0,Completado,91991
SRV006047,2024-04-09 23:16:00,Batería,Barranquilla,Mapfre Colombia,129,11.0,Completado,134718
SRV011307,2024-05-16 03:18:00,Ambulancia,Medellín,Sura Seguros,81,17.0,Completado,540071
SRV003626,2024-01-20 07:12:00,Grúa,Medellín,Scotiabank Colpatria,70,84.0,Completado,307818
SRV013821,2024-04-26 10:51:00,Cerrajería,Bogotá,Bancolombia,11,,Cancelado,196149
SRV010601,2024-06-21 05:09:00,Batería,Barranquilla,Banco Davivienda,131,29.0,Completado,51859
SRV014513,2024-03-03 14:21:00,Grúa,Cali,Seguros del Estado,104,49.0,Completado,199338
SRV010883,2024-05-22 08:07:00,Grúa,Medellín,Banco de Bogotá,88,107.0,Completado,132377
SRV014245,2024-01-31 02:23:00,Grúa,Bogotá,Seguros del Estado,15,64.0,Completado,330855
SRV004509,2024-01-22 21:26:00,Grúa,Bogotá,Seguros del Estado,54,78.0,Completado,207126
SRV010858,2024-01-18 16:37:00,Batería,Medellín,Scotiabank Colpatria,87,32.0,Completado,87238
SRV000603,2024-04-24 07:34:00,Grúa,Bogotá,Grupo Nutresa,7,48.0,Completado,224822
SRV002461,2024-06-05 01:06:00,Ambulancia,Bogotá,Grupo Éxito,50,,Cancelado,328884
SRV007859,2024-04-30 02:13:00,Cerrajería,Cali,Grupo Nutresa,108,29.0,Completado,100632
SRV011225,2024-01-16 19:58:00,Grúa,Medellín,Grupo Éxito,77,79.0,Completado,219596
SRV007461,2024-06-02 22:36:00,Cerrajería,Bogotá,AXA Colpatria,16,17.0,Completado,153944
SRV006435,2024-05-17 06:52:00,Batería,Medellín,Seguros Generales,63,20.0,Completado,101719
SRV003859,2024-01-25 21:10:00,Cerrajería, Bogotá,Sura Seguros,46,44.0,Completado,126920
SRV008795,2024-03-08 04:09:00,Grúa,Barranquilla,Ecopetrol,136,57.0,Completado,250843
SRV010900,2024-05-15 19:48:00,Grúa,Barranquilla,Banco Davivienda,136,47.0,Completado,279207
SRV000755,2024-05-11 17:06:00,Batería,BOGOTA,Grupo Éxito,18,30.0,Completado,141018
SRV000518,2024-02-05 08:18:00,Grúa,Bogotá,AXA Colpatria,28,43.0,Completado,277303
SRV001798,2024-06-18 09:31:00,Grúa,Bogotá,Banco de Bogotá,41,41.0,Completado,219479
SRV012870,2024-04-26 07:49:00,Ambulancia,Medellín,AXA Colpatria,82,25.0,Completado,254008
SRV013937,2024-04-19 04:24:00,Grúa,Bogotá,Liberty Seguros,53,,Completado,295362
SRV014519,2024-03-27 23:17:00,Grúa,Bogotá,Equidad Seguros,31,69.0,Completado,259513
SRV012505,2024-01-07 08:55:00,Grúa,Medellín,Bancolombia,83,41.0,Completado,257897
SRV002028,2024-03-03 10:49:00,Cerrajería,Medellín,Avianca,86,29.0,Completado,144459
SRV011281,2024-04-13 06:58:00,Grúa,Medellín,Ecopetrol,68,82.0,Completado,208985
SRV012238,2024-05-02 10:43:00,Grúa,Bogota D.C.,Grupo Nutresa,13,75.0,Completado,279800
SRV004473,2024-03-02 22:43:00,Cerrajería,Bogotá,SBS Seguros,1,40.0,Completado,127804
SRV003087,2024-06-06 21:22:00,Grúa,Cali,Ecopetrol,120,63.0,Completado,230493
SRV000139,2024-04-08 15:25:00,Grúa,Medellín,Mapfre Colombia,85,63.0,Completado,240621
SRV001750,2024-04-15 19:44:00,Ambulancia,Cali,Grupo Éxito,116,18.0,Completado,304398
SRV001877,2024-06-13 13:17:00,Cerrajería,Cali,Seguros Generales,107,45.0,Cancelado,132015
SRV004169,2024-06-04 03:57:00,Grúa,Bogotá,Scotiabank Colpatria,10,68.0,Completado,321408
SRV013158,2024-04-07 08:16:00,Ambulancia, Bogotá,Avianca,54,,Cancelado,338140
SRV013220,2024-02-25 12:34:00,Grúa,Barranquilla,Sura Seguros,142,,Completado,268958
SRV004430,2024-04-03 04:05:00,Grúa,Cali,Previsora Seguros,108,59.0,Completado,308089
SRV000342,2024-05-31 10:55:00,Batería,Medellín,Bancolombia,93,29.0,Completado,50000
SRV003559,2024-02-13 07:34:00,Batería,Cali,Seguros del Estado,121,29.0,Completado,118491
SRV013812,2024-01-13 00:13:00,Batería,Cali,Avianca,105,30.0,Completado,100207
SRV011364,2024-03-26 06:21:00,Batería,Medellín,Bancolombia,62,27.0,Completado,138770
SRV010198,2024-02-15 04:10:00,Ambulancia,Medellín,Mapfre Colombia,82,14.0,Completado,243085
SRV008104,2024-02-07 08:07:00,Grúa,Barranquilla,HDI Seguros,133,65.0,Completado,312264
SRV004575,2024-03-13 21:44:00,Batería,Bogota D.C.,Equidad Seguros,17,25.0,Completado,121716
SRV003609,2024-05-13 23:50:00,Grúa,Bogotá,Allianz Seguros,3,55.0,Completado,279980
SRV013739,2024-03-20 07:14:00,Ambulancia,Bogotá,Zurich Seguros,10,,Cancelado,398223
SRV005924,2024-01-05 06:46:00,Ambulancia,Bogota D.C.,Mapfre Colombia,55,15.0,Completado,244612
SRV008698,2024-12-04 19:09:00,Batería,Barranquilla,Seguros Bolivar,128,27.0,Completado,143372
SRV002476,2024-02-23 19:26:00,Grúa,BOGOTA,Cardif Seguros,41,44.0,Completado,271880
SRV007222,2024-04-01 14:35:00,Grúa,Bogotá,Previsora Seguros,56,67.0,Completado,341692
SRV014274,2024-02-29 11:27:00,Grúa,BOGOTA,Seguros Bolivar,9,99.0,Completado,319279
SRV012077,2024-03-03 12:19:00,Batería,Bogotá,Sura Seguros,8,31.0,Completado,81622
SRV006872,2024-03-31 10:12:00,Batería,Medellín,Previsora Seguros,89,23.0,Completado,99318
SRV002726,2024-04-12 01:40:00,Cerrajería,Bogotá,Ecopetrol,5,14.0,Completado,121235
SRV006990,2024-05-25 22:11:00,Grúa,Barranquilla,Ecopetrol,143,55.0,Completado,298854
SRV014374,2024-04-13 14:01:00,Grúa, Bogotá,Liberty Seguros,9,20.0,Completado,308940
SRV007921,2024-06-24 20:41:00,Cerrajería,Cali,Grupo Argos,115,37.0,Completado,137398
SRV010933,2024-01-24 16:59:00,Grúa,Medellín,BBVA Colombia,77,86.0,Completado,257012
SRV002871,2024-06-21 22:51:00,Cerrajería,Cali,Bancolombia,120,14.0,Completado,84116
SRV004174,2024-05-31 04:16:00,Grúa,Bogotá,Allianz Seguros,47,65.0,Completado,245844
SRV001006,2024-03-31 08:50:00,Batería,Bogotá,Banco Davivienda,9,31.0,Completado,78757
SRV012799,2024-03-02 11:50:00,Grúa,Bogotá,Seguros Bolivar,36,73.0,Completado,286204
SRV006324,2024-01-22 14:58:00,Batería,Cali,Scotiabank Colpatria,109,25.0,Completado,78846
SRV003364,2024-06-01 23:35:00,Cerrajería,Cali,Seguros Generales,111,31.0,Completado,171258
SRV012502,2024-01-08 07:30:00,Batería,Bogotá,Bancolombia,12,23.0,Completado,124111
SRV008938,2024-05-02 01:30:00,Cerrajería,Bogotá,Bancolombia,46,38.0,Completado,60599
SRV003072,2024-03-28 17:34:00,Grúa,Medellín,BBVA Colombia,88,70.0,Completado,354363
SRV012927,2024-04-19 15:15:00,Grúa,Bogota D.C.,Banco Davivienda,47,48.0,Completado,265271
SRV002557,2024-01-08 02:30:00,Batería,Cali,Liberty Seguros,111,27.0,Completado,108435
SRV001610,2024-08-04 00:02:00,Ambulancia,Cali,Mundial Seguros,105,21.0,Completado,304601
SRV003288,2024-08-06 14:20:00,Grúa,Medellín,Mapfre Colombia,94,41.0,Cancelado,286236
SRV011485,2024-02-11 20:39:00,Grúa,Medellín,Allianz Seguros,95,31.0,Completado,228584
SRV010966,2024-06-04 22:40:00,Ambulancia,Cali,Mundial Seguros,114,19.0,Completado,380868
SRV006825,2024-02-09 17:59:00,Cerrajería,Bogotá,SBS Seguros,60,16.0,Completado,138494
SRV000830,2024-02-07 09:02:00,Batería,Medellín,Sura Seguros,71,16.0,Completado,93658
SRV000748,2024-03-17 14:04:00,Cerrajería,Cali,BBVA Colombia,108,46.0,Completado,106735
SRV013431,2024-06-20 09:28:00,Batería,Medellín,Liberty Seguros,80,15.0,Completado,111296
SRV010512,2024-04-13 03:00:00,Batería,Cali,Allianz Seguros,112,24.0,Completado,109436
SRV010991,2024-03-11 22:32:00,Grúa,BOGOTA,Banco Davivienda,59,88.0,Completado,242348
SRV000629,2024-03-06 06:53:00,Grúa,Cali,Allianz Seguros,114,53.0,Completado,353883
SRV003426,2024-04-27 16:50:00,Grúa,Medellín,Mapfre Colombia,94,51.0,Completado,242187
SRV000096,2024-06-17 06:25:00,Cerrajería,Barranquilla,Sura Seguros,132,31.0,Completado,170070
SRV000781,2024-01-31 04:06:00,Cerrajería,Medellín,Grupo Nutresa,76,52.0,Completado,124420
SRV010854,2024-04-16 12:22:00,Grúa,Barranquilla,Equidad Seguros,131,56.0,Completado,278568
SRV012096,2024-04-14 04:43:00,Grúa,Cali,AXA Colpatria,103,49.0,Completado,282565
SRV005801,2024-11-05 02:36:00,Grúa,Cali,Grupo Éxito,102,62.0,Completado,264398
SRV013300,2024-02-16 12:19:00,Grúa,Medellín,Grupo Argos,69,40.0,Completado,198702
SRV005356,2024-03-31 09:53:00,Batería,Cali,Bancolombia,114,37.0,Completado,118927
SRV001744,2024-06-17 19:38:00,Grúa,Bogotá,Sura Seguros,51,80.0,Completado,226761
SRV003287,2024-03-25 01:41:00,Grúa,Bogotá,Liberty Seguros,59,96.0,Completado,292388
SRV005278,2024-05-07 23:25:00,Grúa,Cali,Grupo Éxito,121,47.0,Completado,274189
SRV005230,2024-04-14 01:35:00,Grúa,Barranquilla,Grupo Nutresa,149,69.0,Completado,232517
SRV001686,2024-04-15 14:02:00,Grúa,Cali,AXA Colpatria,125,75.0,Completado,166442
SRV005686,2024-02-27 09:13:00,Batería,Medellín,Bancolombia,81,26.0,Completado,79694
SRV005940,2024-01-01 02:16:00,Grúa,Cali,Mapfre Colombia,115,89.0,Completado,198683
SRV001648,2024-02-20 19:12:00,Ambulancia,Barranquilla,HDI Seguros,147,18.0,Completado,196089
SRV000261,2024-06-01 19:14:00,Grúa,Bogotá,Bancolombia,59,80.0,Completado,294110
SRV009464,2024-03-28 22:50:00,Batería,Bogotá,Liberty Seguros,13,33.0,Completado,113050
SRV005900,2024-02-06 20:02:00,Cerrajería,Bogotá,HDI Seguros,38,35.0,Completado,89007
SRV006924,2024-06-18 02:49:00,Ambulancia,Bogotá,Equidad Seguros,32,29.0,Completado,202445
SRV002163,2024-01-04 15:13:00,Ambulancia,Medellín,Banco Davivienda,71,37.0,Completado,308371
SRV012606,2024-06-07 05:13:00,Ambulancia,Bogotá,BBVA Colombia,21,18.0,Completado,233433
SRV013526,2024-02-07 05:51:00,Cerrajería,Medellín,Zurich Seguros,95,37.0,Completado,157764
SRV013381,2024-01-18 19:45:00,Grúa,Barranquilla,Grupo Éxito,137,53.0,Completado,289416
SRV007490,2024-04-02 20:15:00,Batería,Medellín,Equidad Seguros,94,38.0,Completado,122632
SRV001976,2024-03-05 08:54:00,Batería,Cali,AXA Colpatria,102,17.0,Completado,107438
SRV000951,2024-03-03 08:13:00,Grúa,Medellín,Seguros Generales,88,81.0,Completado,271194
SRV010302,2024-12-03 02:39:00,Cerrajería,BOGOTA,AXA Colpatria,42,27.0,Completado,98136
SRV012382,2024-06-04 13:43:00,Grúa,Medellín,Grupo Argos,64,75.0,Completado,330138
SRV001890,2024-05-31 06:58:00,Grúa,Cali,Grupo Éxito,110,89.0,Completado,261818
SRV007785,2024-05-26 01:20:00,Grúa,Bogota D.C.,Mundial Seguros,26,71.0,Completado,208556
SRV011366,2024-06-18 13:42:00,Cerrajería,Barranquilla,Zurich Seguros,140,46.0,Completado,125066
SRV013228,2024-06-29 03:39:00,Cerrajería, Bogotá,Grupo Argos,15,37.0,Completado,115387
SRV007706,2024-02-14 11:39:00,Batería,Medellín,AXA Colpatria,83,26.0,Completado,145825
SRV013138,2024-06-18 01:26:00,Cerrajería, Bogotá,Equidad Seguros,3,37.0,Completado,73166
SRV005615,2024-06-16 13:26:00,Grúa,Cali,Previsora Seguros,116,80.0,Completado,176107
SRV008765,2024-04-05 19:22:00,Grúa,Medellín,BBVA Colombia,71,91.0,Completado,260522
SRV000371,2024-04-28 20:16:00,Grúa,Bogotá,Equidad Seguros,34,27.0,Completado,213743
SRV009748,2024-04-27 02:01:00,Grúa,Cali,Seguros del Estado,102,63.0,Completado,273059
SRV010936,2024-02-07 12:52:00,Batería,Medellín,Mundial Seguros,85,32.0,Completado,151018
SRV001059,2024-05-23 07:36:00,Grúa,BOGOTA,Banco de Bogotá,23,35.0,Completado,290281
SRV005641,2024-04-08 02:50:00,Grúa,Medellín,Bancolombia,75,128.0,Completado,280412
SRV001564,2024-04-05 17:41:00,Cerrajería,Cali,Liberty Seguros,110,24.0,Completado,50000
SRV011951,2024-02-13 01:00:00,Grúa,Cali,Seguros Bolivar,118,39.0,Completado,238325
SRV010355,2024-03-03 01:44:00,Grúa,Cali,Bancolombia,98,33.0,Completado,230449
SRV005188,2024-02-26 23:04:00,Grúa,Bogotá,SBS Seguros,1,51.0,Completado,189931
SRV013884,2024-04-23 10:28:00,Grúa,Bogotá,Bancolombia,16,79.0,Completado,292734
SRV004618,2024-01-07 23:46:00,Grúa,Barranquilla,BBVA Colombia,149,71.0,Completado,197141
SRV007950,2024-04-14 14:06:00,Cerrajería,Bogotá,Grupo Argos,17,14.0,Completado,112617
SRV003995,2024-03-27 11:43:00,Grúa,Cali,Liberty Seguros,112,67.0,Completado,241200
SRV011784,2024-04-26 13:18:00,Grúa,Barranquilla,Liberty Seguros,128,87.0,Completado,168785
SRV001060,2024-05-13 05:43:00,Batería,Bogotá,AXA Colpatria,31,26.0,Completado,134053
SRV008946,2024-12-03 18:27:00,Grúa,Barranquilla,Mundial Seguros,144,45.0,Completado,271125
SRV003856,2024-04-01 10:52:00,Batería,Medellín,Zurich Seguros,62,30.0,Completado,105435
SRV006971,2024-04-24 04:09:00,Batería,Medellín,Cardif Seguros,80,30.0,Completado,96146
SRV003863,2024-06-09 06:39:00,Grúa,Cali,Cardif Seguros,97,71.0,Completado,204107
SRV014644,2024-01-17 16:55:00,Batería,Medellín,Banco Davivienda,92,29.0,Completado,75310
SRV010204,2024-05-04 21:02:00,Grúa,Cali,Cardif Seguros,108,35.0,Completado,218185
SRV012774,2024-04-01 20:27:00,Ambulancia,Barranquilla,Ecopetrol,142,24.0,Completado,197527
SRV002521,2024-04-29 01:06:00,Cerrajería,Medellín,Mundial Seguros,95,19.0,Completado,97847
SRV012328,2024-01-03 22:58:00,Cerrajería,Bogotá,Grupo Éxito,23,42.0,Completado,98666
SRV000816,2024-03-21 05:29:00,Cerrajería,Cali,Previsora Seguros,102,39.0,Completado,50000
SRV011452,2024-01-07 21:14:00,Batería,Barranquilla,Sura Seguros,147,42.0,Completado,89902
SRV011217,2024-06-08 15:53:00,Cerrajería,Medellín,BBVA Colombia,61,45.0,Completado,115961
SRV013355,2024-05-03 00:40:00,Grúa,Barranquilla,Allianz Seguros,149,76.0,Completado,311714
SRV013445,2024-05-24 01:27:00,Batería,Medellín,Liberty Seguros,86,26.0,Completado,60494
SRV013919,2024-03-31 04:32:00,Batería,Cali,Banco Davivienda,123,,Cancelado,63944
SRV013063,2024-01-04 07:21:00,Batería,Medellín,Grupo Argos,85,22.0,Completado,50000
SRV012102,2024-04-19 04:43:00,Batería,Cali,Seguros Bolivar,102,33.0,Completado,88944
SRV007195,2024-03-27 11:30:00,Batería,BOGOTA,Seguros Bolivar,22,38.0,Completado,92412
SRV005498,2024-04-11 02:41:00,Batería,Bogotá,Grupo Argos,3,25.0,Completado,118630
SRV009842,2024-04-29 20:35:00,Grúa,Medellín,Equidad Seguros,77,68.0,Completado,318992
SRV001256,2024-02-18 23:25:00,Grúa,Bogotá,Seguros del Estado,10,21.0,Completado,205871
SRV010300,2024-02-16 13:26:00,Batería,Bogotá,Avianca,16,33.0,Completado,71246
SRV011583,2024-03-13 20:32:00,Grúa,Medellín,SBS Seguros,86,64.0,Completado,235672
SRV008536,2024-06-22 01:22:00,Batería,Bogotá,Seguros del Estado,52,,Cancelado,110322
SRV004093,2024-04-13 07:02:00,Grúa,Medellín,Seguros Generales,86,49.0,Completado,321596
SRV004942,2024-04-05 19:40:00,Grúa, Bogotá,Banco Davivienda,47,83.0,Completado,195405
SRV003318,2024-06-24 09:53:00,Cerrajería,Medellín,SBS Seguros,80,54.0,Completado,125584
SRV008232,2024-06-24 05:52:00,Grúa,Bogotá,Banco de Bogotá,44,57.0,Completado,328798
SRV000026,2024-01-04 02:59:00,Cerrajería,Medellín,Previsora Seguros,86,32.0,Completado,176160
SRV010074,2024-04-03 06:11:00,Grúa,Bogotá,Grupo Éxito,37,,Completado,258024
SRV010442,2024-03-20 18:52:00,Grúa,Cali,Previsora Seguros,125,42.0,Completado,241316
SRV013322,2024-02-21 04:38:00,Grúa,BOGOTA,Grupo Éxito,4,62.0,Completado,223925
SRV003877,2024-01-25 19:20:00,Batería,Cali,Avianca,105,29.0,Cancelado,64886
SRV014462,2024-05-23 23:52:00,Cerrajería,BOGOTA,HDI Seguros,49,42.0,Completado,152509
SRV001870,2024-02-19 10:31:00,Grúa,Medellín,Seguros Bolivar,92,52.0,Completado,165877
SRV008751,2024-06-03 09:14:00,Cerrajería,Cali,Seguros del Estado,111,20.0,Completado,101568
SRV007495,2024-06-18 03:09:00,Grúa,Medellín,HDI Seguros,93,54.0,Completado,286180
SRV005601,2024-04-12 17:26:00,Grúa,Cali,Banco Davivienda,121,55.0,Completado,259325
SRV006092,2024-02-15 22:27:00,Grúa,Barranquilla,Ecopetrol,149,66.0,Completado,213225
SRV003411,2024-03-15 22:28:00,Grúa,Cali,Seguros del Estado,113,100.0,Completado,207978
SRV013881,2024-04-03 19:56:00,Cerrajería,Bogotá,Allianz Seguros,18,34.0,Completado,117060
SRV004231,2024-04-19 05:34:00,Cerrajería,Medellín,SBS Seguros,77,43.0,Completado,50000
SRV000779,2024-05-20 08:52:00,Cerrajería,Barranquilla,Seguros Generales,145,37.0,Completado,114061
SRV007184,2024-06-25 17:26:00,Grúa,BOGOTA,Equidad Seguros,43,38.0,Completado,299020
SRV000323,2024-03-10 13:53:00,Cerrajería,Barranquilla,Previsora Seguros,127,56.0,Completado,78644
SRV005523,2024-04-08 21:05:00,Grúa,Medellín,Previsora Seguros,86,60.0,Completado,198900
SRV008138,2024-06-26 01:22:00,Ambulancia,Barranquilla,Liberty Seguros,137,21.0,Completado,320670
SRV012161,2024-04-19 15:11:00,Grúa,Medellín,Previsora Seguros,92,,Cancelado,169388
SRV013419,2024-03-31 02:33:00,Grúa,Bogotá,HDI Seguros,51,55.0,Completado,235606
SRV006383,2024-04-08 13:01:00,Ambulancia,Barranquilla,SBS Seguros,134,20.0,Completado,244047
SRV012326,2024-01-31 15:42:00,Cerrajería,Cali,HDI Seguros,116,54.0,Completado,156703
SRV008392,2024-03-08 22:28:00,Grúa,Medellín,Bancolombia,81,74.0,Completado,109202
SRV011201,2024-04-15 21:18:00,Batería,Medellín,Previsora Seguros,72,,Completado,88444
SRV009243,2024-05-26 09:25:00,Cerrajería,Medellín,Sura Seguros,92,29.0,Completado,92028
SRV014495,2024-03-29 19:38:00,Ambulancia,Medellín,Equidad Seguros,61,15.0,Completado,128146
SRV009248,2024-03-14 14:33:00,Grúa,Cali,Bancolombia,114,67.0,Cancelado,249337
SRV001180,2024-03-30 02:28:00,Grúa,Barranquilla,HDI Seguros,138,57.0,Completado,324364
SRV014187,2024-04-15 21:27:00,Batería,Bogotá,Seguros del Estado,51,21.0,Completado,75974
SRV013428,2024-05-04 05:52:00,Ambulancia,Medellín,HDI Seguros,79,8.0,Completado,291175
SRV011947,2024-02-08 05:10:00,Grúa, Bogotá,AXA Colpatria,54,40.0,Completado,313469
SRV003864,2024-02-23 17:25:00,Grúa,Bogotá,Seguros Bolivar,52,49.0,Completado,189425
SRV013410,2024-02-25 19:09:00,Ambulancia,Bogotá,Seguros del Estado,32,17.0,Completado,290885
SRV004204,2024-05-14 07:11:00,Grúa,Bogotá,Avianca,53,59.0,Completado,270150
SRV010152,2024-03-31 03:22:00,Grúa,Cali,Seguros del Estado,109,72.0,Completado,222350
SRV013939,2024-06-16 07:19:00,Grúa,Medellín,Scotiabank Colpatria,90,69.0,Completado,264602
SRV008654,2024-03-16 04:16:00,Cerrajería,Medellín,Bancolombia,82,30.0,Completado,147053
SRV003549,2024-04-14 02:30:00,Grúa,Bogotá,Banco de Bogotá,18,-10.0,Completado,322702
SRV000446,2024-04-01 07:37:00,Grúa,Cali,Grupo Éxito,97,51.0,Completado,298162
SRV007260,2024-01-29 17:30:00,Batería,Bogotá,Mapfre Colombia,21,14.0,Completado,89510
SRV004927,2024-05-09 21:33:00,Grúa, Bogotá,Grupo Argos,5,95.0,Completado,302898
SRV003461,2024-05-24 22:57:00,Batería,Bogotá,Grupo Nutresa,32,20.0,Completado,73720
SRV001196,2024-03-23 07:48:00,Batería,Barranquilla,Scotiabank Colpatria,132,29.0,Completado,50000
SRV010451,2024-05-25 18:26:00,Ambulancia, Bogotá,Seguros Bolivar,22,19.0,Completado,285227
SRV010035,2024-01-09 23:25:00,Cerrajería,Bogotá,Grupo Argos,6,14.0,Completado,142438
SRV009100,2024-03-23 13:13:00,Cerrajería,Bogotá,Banco de Bogotá,11,41.0,Completado,68444
SRV002268,2024-05-21 16:35:00,Grúa,Medellín,Ecopetrol,88,58.0,Completado,278608
SRV003790,2024-06-17 16:04:00,Cerrajería, Bogotá,Sura Seguros,56,30.0,Completado,101486
SRV003357,2024-04-23 15:30:00,Cerrajería,Cali,SBS Seguros,107,35.0,Completado,88252
SRV009874,2024-01-02 05:51:00,Grúa,Medellín,Liberty Seguros,90,,Cancelado,217844
SRV004104,2024-05-10 07:01:00,Batería, Bogotá,Previsora Seguros,8,32.0,Completado,95177
SRV001786,2024-06-03 06:49:00,Grúa,Cali,SBS Seguros,112,,Completado,257470
SRV011121,2024-12-01 00:13:00,Grúa,Medellín,Seguros Generales,76,38.0,Completado,263493
SRV014286,2024-03-20 05:34:00,Batería,Bogotá,Seguros Bolivar,12,27.0,Completado,62559
SRV004712,2024-01-03 04:06:00,Ambulancia,Medellín,Grupo Argos,90,28.0,Completado,404830
SRV001129,2024-02-17 05:40:00,Grúa,Barranquilla,Equidad Seguros,135,51.0,Completado,297876
SRV012709,2024-01-23 03:51:00,Grúa,Barranquilla,Scotiabank Colpatria,146,112.0,Completado,306451
SRV011045,2024-06-30 01:08:00,Ambulancia,Cali,Seguros del Estado,97,22.0,Completado,284685
SRV003591,2024-02-19 14:00:00,Cerrajería,Cali,Grupo Argos,109,33.0,Completado,156624
SRV013440,2024-01-27 20:16:00,Ambulancia,Cali,Previsora Seguros,116,15.0,Completado,418215
SRV007207,2024-05-30 13:07:00,Grúa,Cali,Mundial Seguros,108,49.0,Completado,408035
SRV013039,2024-03-28 05:25:00,Grúa,Barranquilla,Grupo Éxito,133,51.0,Completado,247675
SRV014932,2024-01-02 17:00:00,Cerrajería,Medellín,Banco Davivienda,92,5.0,Completado,164452
SRV009872,2024-02-28 01:28:00,Grúa,Bogotá,Equidad Seguros,21,58.0,Completado,329538
SRV006465,2024-01-27 16:10:00,Grúa,Bogota D.C.,Seguros Bolivar,20,30.0,Completado,306890
SRV001342,2024-03-10 07:04:00,Grúa,Cali,Allianz Seguros,120,61.0,Completado,375629
SRV007804,2024-03-18 07:35:00,Batería,Bogotá,Grupo Nutresa,54,22.0,Completado,99553
SRV012152,2024-12-06 13:14:00,Grúa,Bogotá,Cardif Seguros,13,70.0,Completado,249135
SRV003645,2024-01-15 17:03:00,Grúa,Medellín,Grupo Nutresa,95,66.0,Completado,324044
SRV005550,2024-04-06 23:40:00,Batería,Bogotá,Scotiabank Colpatria,5,21.0,Completado,111961
SRV010277,2024-05-21 02:23:00,Ambulancia,Cali,Avianca,111,12.0,Completado,360525
SRV010951,2024-01-15 21:56:00,Cerrajería,Bogotá,Previsora Seguros,8,37.0,Completado,114805
SRV012067,2024-05-31 17:09:00,Grúa,Medellín,Banco de Bogotá,86,,Completado,222907
SRV010909,2024-01-30 21:19:00,Cerrajería,Medellín,HDI Seguros,85,28.0,Completado,147240
SRV012708,2024-02-05 18:01:00,Grúa,Medellín,Liberty Seguros,87,61.0,Completado,258170
SRV007782,2024-02-04 17:40:00,Batería,Bogotá,Ecopetrol,32,40.0,Completado,125693
SRV004543,2024-04-19 10:48:00,Grúa,BOGOTA,Mundial Seguros,43,63.0,Completado,255718
SRV010999,2024-02-27 06:21:00,Grúa,Medellín,Seguros del Estado,74,75.0,Completado,274666
SRV012459,2024-03-03 23:26:00,Batería,Cali,Ecopetrol,96,20.0,Completado,83161
SRV008163,2024-04-23 10:34:00,Cerrajería,Bogotá,Scotiabank Colpatria,44,31.0,Completado,128771
SRV006942,2024-02-04 09:53:00,Grúa,Medellín,Scotiabank Colpatria,88,59.0,Completado,269960
SRV006609,2024-05-31 01:43:00,Grúa,Medellín,Previsora Seguros,66,71.0,Completado,227840
SRV011895,2024-06-16 12:56:00,Grúa,Cali,SBS Seguros,99,72.0,Completado,263168
SRV008321,2024-04-04 09:55:00,Grúa,Bogotá,HDI Seguros,15,90.0,Completado,325776
SRV004905,2024-06-27 03:29:00,Cerrajería,Bogotá,SBS Seguros,38,40.0,Completado,131268
SRV014203,2024-04-02 00:21:00,Ambulancia,Medellín,SBS Seguros,68,14.0,Completado,283524
SRV005258,2024-03-10 23:07:00,Batería,Barranquilla,Sura Seguros,150,16.0,Completado,68653
SRV005916,2024-02-02 03:14:00,Grúa,Bogotá,Zurich Seguros,7,60.0,Completado,283458
SRV010527,2024-04-24 09:35:00,Batería,Bogotá,Seguros del Estado,45,11.0,Completado,107789
SRV004888,2024-01-25 07:13:00,Cerrajería,Medellín,BBVA Colombia,63,43.0,Completado,149556
SRV013644,2024-05-23 11:54:00,Grúa,Cali,Liberty Seguros,105,74.0,Completado,323015
SRV010476,2024-01-09 09:46:00,Cerrajería,Cali,Grupo Éxito,101,30.0,Completado,170528
SRV005462,2024-02-29 16:06:00,Cerrajería,Barranquilla,Mapfre Colombia,126,44.0,Completado,86978
SRV001426,2024-06-25 09:08:00,Cerrajería,Barranquilla,Banco Davivienda,133,20.0,Completado,95137
SRV007068,2024-06-13 11:12:00,Grúa,Medellín,AXA Colpatria,89,79.0,Completado,209762
SRV008341,2024-06-18 20:31:00,Cerrajería,Barranquilla,Bancolombia,149,25.0,Completado,136282
SRV005904,2024-03-29 06:40:00,Ambulancia,Medellín,Avianca,80,17.0,Completado,220619
SRV003450,2024-05-10 17:19:00,Grúa,Barranquilla,Mapfre Colombia,138,,Cancelado,240713
SRV013184,2024-06-28 02:16:00,Cerrajería,Medellín,Cardif Seguros,65,19.0,Completado,135723
SRV014641,2024-04-30 03:52:00,Batería,BOGOTA,Zurich Seguros,54,27.0,Completado,81788
SRV012494,2024-05-21 19:31:00,Grúa,Cali,Banco Davivienda,114,92.0,Completado,200111
SRV008724,2024-02-15 13:56:00,Ambulancia,Barranquilla,Scotiabank Colpatria,145,14.0,Completado,229583
